O2(1)	31.98982924
n-C11(2)	156.187800768
n-C13(3)	184.219100896
Mnphtln(4)	152.15650064
n-C16(5)	226.266051088
C10bnzn(6)	224.250401024
n-C19(7)	268.31300128
n-C21(8)	296.344301408
HO2J(9)	32.997654272
SPC(42)	223.242575992
SPC(116)	255.232405232
SPC(119)	256.240230264
SPC(118)	222.23475096
H2O2(101)	34.005479304
C11H9J(30)	151.148675608
SPC(205)	183.138504848
SPC(208)	184.14632988
SPC(180)	221.226925928
SPC(248)	253.216755168
SPC(262)	254.2245802
SPC(255)	253.216755168
SPC(265)	254.2245802
